-0.735187549	-0.677863753	0.295127303
-0.005118429	-0.999986901	1.090824055
-0.741010073	-0.671493911	1.892145089
-0.998417871	0.05622948	0.91671521
-0.662548227	-0.749019257	1.959226097
-0.902330438	0.431044987	1.298246701
-0.799066941	0.601242067	1.995532956
-0.978344164	0.206984775	0.827312629
0.438785009	-0.898592074	0.41972444
-0.820174311	-0.572113712	1.416565861
0.808596164	-0.588364039	1.585808556
0.330197303	0.943911935	0.814837542
0.005269092	-0.999986118	1.821486586
-0.385418886	-0.92274172	0.304199347
-0.413117398	0.910677778	0.307407348
0.841471214	0.540301948	0.798684908
0.86974394	0.493503271	0.326744659
0.326422973	0.945223806	0.545570984
-0.799958692	0.600055074	0.431735938
-0.896971374	-0.442088628	0.746006463
-0.994912939	-0.100738494	1.01942844
-0.984980503	0.172665596	1.705923586
0.4335827	0.901113779	1.846532095
-0.272549674	-0.962141713	1.721998939
0.938456934	-0.345396269	0.213922018
0.97423283	-0.225544659	1.663963203
-0.948541016	0.316654293	0.09577337
0.865293667	-0.501265268	0.540718574
0.036169724	0.999345661	1.610110278
0.753090103	-0.657917394	1.291718447
0.80580743	0.592177664	0.184648782
0.288869663	0.957368434	1.082159521
0.292049104	-0.956403325	1.947949497
-0.03277419	0.999462782	1.509266572
0.941432909	-0.337200352	1.703826005
0.822607745	-0.568609266	1.270417514
0.075140788	-0.997172935	1.140607776
0.411556407	0.91138429	1.72572986
0.677655454	0.735379552	1.460490797
0.749854911	0.661602307	0.878806151
-0.22953061	-0.973301443	0.244402673
-0.468621532	-0.883399038	0.489722912
0.880367518	-0.474292139	0.096381174
0.999304464	-0.037290599	1.997941007
0.106110708	-0.994354322	1.400141689
0.983441874	0.181223842	1.684200995
-0.960238257	-0.279181823	0.646662117
0.685237141	0.728320026	1.045698453
0.836842922	0.547443078	1.335713913
0.709178101	-0.705029376	1.86444542
-0.623505678	0.781818821	1.900383507
-0.164481843	-0.986380111	1.813994636
0.340540882	0.94022971	0.02847393
0.999819188	-0.019015571	0.024466536
0.419288135	0.907853215	1.597826091
0.655687815	-0.755032112	1.751936836
-0.955151467	-0.296117672	1.948454508
0.814179949	-0.580612616	0.297731292
0.774140656	-0.633013621	1.758877582
0.198455527	-0.980109894	0.065773162
0.50141709	-0.865205699	1.713154799
0.547655791	0.836703732	1.064252656
-0.765645011	-0.643263334	1.756510434
0.273603748	0.961842497	1.699455807
0.107995889	0.994151341	0.813421121
0.358080511	0.933690713	0.353169333
0.775907314	0.630846923	0.377882619
-0.309618604	-0.950860831	0.278134928
-0.984105682	0.177583801	0.361061232
0.611956884	-0.790891125	0.674769363
-0.823978189	0.566621517	1.250966198
-0.327308236	0.944917625	1.850930941
0.51390524	0.857846959	1.256384655
-0.999259262	-0.038482822	1.210665266
-0.063262816	-0.997996902	0.132192307
-0.708769569	0.705440074	0.466845915
0.908461467	0.417968614	1.734268166
-0.95839512	-0.285444906	0.066417274
0.939501693	0.342544257	1.841056202
-0.941624406	-0.336665232	0.470829818
-0.997807935	0.066176465	1.105264528
0.880691757	-0.473689802	1.976904925
-0.94289228	0.333097805	0.90625466
0.143800196	-0.989606742	1.447987959
0.751138827	-0.660144274	0.559277299
0.495749479	-0.868465575	1.949091207
0.31755972	-0.948238274	1.890658735
-0.611543821	0.791210563	1.891373804
0.608914636	-0.793235757	0.233344529
-0.867421892	0.497573373	1.472414387
0.402325842	-0.915496541	1.02138808
0.117133691	0.993116156	1.447929081
-0.685952775	0.727646061	1.502347126
0.872115706	0.489299699	1.661940961
0.971851258	0.235595272	1.949674442
0.553382509	0.832927247	0.785764046
-0.465251398	-0.88517859	0.193404523
-0.915399562	-0.402546447	0.960849125
-0.229335351	-0.97334747	1.896096775
0.657003371	0.753887638	1.497561437
